Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,DayOfWeek,Month
2004-03-11,15:00:00,0.11397833866414663,0.9436406610446129,-1.273753826296457,-0.18841947499501546,-0.03953926658365581,-0.2557460036363509,0.9730224585203127,0.32370127871759474,0.5399163520739866,-0.2111366767602828,-1.1572517897626264,1.800763162281755,-0.37367377705762006,0.5057833355563643,-0.004969005479044074,-0.9628793301639599
2004-03-11,16:00:00,0.11397833866414663,0.861301497747957,-1.1519180054214635,-0.25513138567080534,-0.11804194485011316,-0.20162810390037275,1.0549269570871533,0.4400513987587946,0.37680851448779357,-0.18372789732880598,-0.9955221112540312,1.2941027646454937,-0.42647847014428897,0.6502333148256896,-0.004969005479044074,-0.9628793301639599
2004-03-11,17:00:00,0.6880242597839397,1.2775717121921615,-0.7331073711636736,0.13179769624877585,0.2856861148059532,0.09902689463283934,0.6844066064276355,0.5331314947917546,0.7496264289705203,0.1825530641645657,-0.98396999136056,1.082012365634965,-0.5234976191647713,0.7946832940950148,-0.004969005479044074,-0.9628793301639599
2004-03-11,18:00:00,2.2461489028233785,2.1833025084553754,0.46240662117219944,1.412666381223942,1.403414724409322,0.32752469351808056,-0.13073816502330401,0.9054518789235942,1.8098273732807746,0.9425237665827859,-0.9262093918932045,0.8817047665694667,-0.5538161032336721,0.93913327336434,-0.004969005479044074,-0.9628793301639599
2004-03-11,19:00:00,2.902201384103142,3.075310110835814,1.6350763970940112,2.293263602144368,2.035174373315574,0.9408608905258332,-0.5090589441177592,1.3941223830966338,2.5379873625048504,1.6775773967905727,-0.9955221112540312,1.1821661651677147,-0.4896419786211656,1.0835832526336653,-0.004969005479044074,-0.9628793301639599
2004-03-11,20:00:00,2.902201384103142,2.4531919881499697,1.1781920688127858,1.8396226095489974,1.7211636602497447,0.7484416914645775,-0.3491501612015462,1.231232215038954,2.1243924886255754,1.5529920357384053,-1.0070742311475023,1.0937951655799945,-0.5366356289279617,1.2280332319029905,-0.004969005479044074,-0.9628793301639599
2004-03-11,21:00:00,1.5080898613836444,0.9573638549273887,-0.3752146473433804,0.34527581041130373,0.49502659018317274,0.08098759472084661,0.4854956813367364,0.5564015187999946,0.7146747494877648,0.6335520711734112,-1.0648348306148576,0.8699219666244372,-0.7170306091379213,1.3724832111723158,-0.004969005479044074,-0.9628793301639599
2004-03-11,22:00:00,-0.4600675824556468,-0.6345266354746241,-1.4108191247808246,-0.7354571425364926,-0.7273722571088058,-0.7969250009961327,1.9207745133651848,-0.6303697056202445,-0.37465259439145254,-0.5226000793907009,-1.1688039096560976,0.8345735667893491,-0.8468947825663796,1.5169331904416408,-0.004969005479044074,-0.9628793301639599
2004-03-11,23:00:00,-0.8701003832554991,-0.8723953294427409,-1.6773349829448727,-1.0156471673748102,-1.1759589900599907,-1.079540699617352,2.856825925557651,-1.375010473883924,-0.6105764309000531,-1.1928693218513606,-1.1688039096560976,0.6813971675039676,-0.9095529829754413,1.661383169710966,-0.004969005479044074,-0.9628793301639599
2004-03-12,00:00:00,-0.2960544621357059,-0.10847086996821174,-1.456507557608947,-0.5753485569145969,-0.5180317817315863,-0.6285582018175339,1.6438593039249134,-0.3511294175213648,-0.2523217162018078,-0.5350586154959176,-1.1572517897626264,0.5458949681361304,-0.9648842164011849,-1.6609663534835137,0.49497706191250945,-0.9628793301639599
2004-03-12,01:00:00,-0.132041341815765,-0.2731491965615234,-1.4717370352183212,-0.508636646238807,-0.4283144351413493,-0.5624141021402272,1.6165578044026332,-0.048619105414244995,-0.24358379633111893,-0.4951912999592241,-1.2265645091234532,0.6165917678063066,-0.9977292408091608,-1.5165163742141885,0.49497706191250945,-0.9628793301639599
2004-03-12,02:00:00,-0.5420741426156174,-0.5293154823733416,-1.5707286396792535,-0.8155114353474406,-0.8432571631211953,-0.8690822006441036,2.197689722805456,-0.4907495615708047,-0.45911915314144536,-0.8440303109052923,-1.2958772284842797,0.7403111672291144,-1.005814169894201,-1.3720663949448633,0.49497706191250945,-0.9628793301639599
2004-03-12,03:00:00,-1.03411350357544,-0.9821808805049487,-1.7154086769683081,-1.1090438423209161,-1.3815612426626172,-0.27979840351900787,3.3053505605665414,-0.07188912942248497,-0.7998980280983128,-1.2925376106930944,-1.3074293483777506,0.7697681670916877,-1.0096039804028136,-1.2276164156755383,0.49497706191250945,-0.9628793301639599
2004-03-12,04:00:00,-0.21404790197573534,-1.2474959622386175,-1.7991708038198662,-1.21578289940218,-1.6357603913349552,-1.2358812988546224,4.136096188887356,-1.8636809780569636,-0.9542679458138168,-1.6114761349866427,-1.4113984274189906,0.9818585661022163,-1.0128884828436113,-1.083166436406213,0.49497706191250945,-0.9628793301639599
2004-03-12,05:00:00,-1.198126623895381,-1.1743055948638124,-1.8220150202339274,-1.229125281537338,-1.6544515052079212,-1.1817633991186443,4.143896617322293,-1.5844406899580838,-0.8931025067189945,-1.5865590627762092,-1.3882941876320483,0.928835966349584,-1.016678293352224,-0.9387164571368878,0.49497706191250945,-0.9628793301639599
2004-03-12,06:00:00,-1.03411350357544,-0.8083537579897864,-1.7458676321870565,-1.122386224456074,-1.3927759109863966,-1.0254227998813739,3.3248516316538845,-0.9561500417356044,-0.6950429896500459,-1.354830291219178,-1.3305335881646927,0.8051165669267758,-1.0164256393183164,-0.7942664778675625,0.49497706191250945,-0.9628793301639599
2004-03-12,07:00:00,-0.5420741426156174,-0.058152492398033176,-1.624031811312063,-0.7754842889419665,-0.7983984898260768,-0.706728501436169,2.1625877948482386,-0.1882392494636849,-0.29309867559835606,-0.7044947065268651,-1.376742067738577,0.9347273663220983,-0.9957080085379008,-0.6498164985982373,0.49497706191250945,-0.9628793301639599
2004-03-12,08:00:00,1.918122662183497,2.2107488962209274,-0.3371409533199449,1.0257372993043603,1.0931422341180859,0.48386529275535084,0.2514828282886198,0.6727516388411945,1.2768142611687512,0.9200984015933957,-1.2727729886973373,0.8168993668718053,-0.9494723203328271,-0.5053665193289121,0.49497706191250945,-0.9628793301639599
2004-03-12,09:00:00,-0.21404790197573534,2.018624181862064,-0.5884273338746189,1.5861173489809959,1.530514298745491,-0.27979840351900787,-0.25554501998229956,-0.07188912942248497,1.737011374358367,1.3885393591495445,-1.0532827107213867,0.41039276876829317,-0.9338077702305617,-0.3609165400595869,0.49497706191250945,-0.9628793301639599
2004-03-12,10:00:00,0.8520373801038807,1.1266165794816259,-0.2914525204918224,0.5053843960331994,0.6520319467160874,-0.2377067037243582,0.3099860415506489,0.2306211826846348,0.7292379492722463,0.5139501245633306,-0.591197914982543,-0.443860227246334,-0.9946973924022708,-0.21646656079026166,0.49497706191250945,-0.9628793301639599
2004-03-12,11:00:00,0.5240111394639989,0.7286439568811226,-0.6112715502886802,0.18516722478940784,0.3492359019740377,-0.06332680457509518,0.5322982519463597,0.7192916868576744,0.3971969941860677,0.3395306190902964,-0.4641245961543608,-0.6382764263393184,-1.014151753013149,-0.07201658152093647,0.49497706191250945,-0.9628793301639599
2004-03-12,12:00:00,0.03197177850417609,0.4679032731083791,-1.0072379681324088,-0.0016261251028039296,0.15858654046978415,-0.5022831024335849,0.789712390299288,0.02119096661047495,0.21952595681539325,-0.17874448288671932,-0.38325975690006325,-0.750213025817097,-1.026279146640709,0.07243339774838875,0.49497706191250945,-0.9628793301639599
2004-03-12,13:00:00,0.3599980191440579,0.6783255793109441,-0.8092547592105445,0.10511293197846,0.27073322370758035,-0.4000604029322927,0.6844066064276355,0.0910010386351949,0.3826337944015862,-0.11894350958167903,-0.2561864380718811,-0.8680410252673905,-1.0093513263689062,0.21688337701771396,0.49497706191250945,-0.9628793301639599
2004-03-12,14:00:00,0.5240111394639989,0.8384295079433304,-0.5884273338746189,0.34527581041130373,0.5025030357323592,-0.3820211030203,0.4542939675969875,0.2538912066928748,0.5777806715136384,0.07540965365970187,-0.23308219828493898,-0.7973442255972142,-0.9340604242644692,0.36133335628703916,0.49497706191250945,-0.9628793301639599
2004-03-12,15:00:00,0.6880242597839397,1.1403397733644018,-0.4665915129996255,0.5320691603035153,0.6669848378144603,-0.21966740381236546,0.348988183725335,0.32370127871759474,0.8107918680653428,0.2697628169010828,-0.29084279775229444,-0.7207560259545237,-0.9214277225690939,0.5057833355563643,0.49497706191250945,-0.9628793301639599
2004-03-12,16:00:00,0.6060176996239691,0.9390662630836875,-0.6188862890933673,0.3319334282761455,0.48381192185939315,-0.2918246034603364,0.47379503868433054,0.18408113466815482,0.5690427516429496,0.20248672193291245,-0.2792906778588234,-0.7089732260094942,-0.9095529829754413,0.6502333148256896,0.49497706191250945,-0.9628793301639599
2004-03-12,17:00:00,0.27799145898408734,0.7789623344513011,-0.8625579308433541,0.19850960692456576,0.36418879307241053,-0.46019140263893515,0.6766061779926983,0.16081111065991485,0.43214867366882337,-0.09153473015020223,-0.16376947892411267,-0.87982382521242,-0.9368396186374518,0.7946832940950148,0.49497706191250945,-0.9628793301639599
2004-03-12,18:00:00,1.5080898613836444,1.8585202532296776,-0.10108405037464516,1.2125306491965724,1.2464093678764072,-0.1234578042817376,-0.08003538019621209,0.8589118309071143,1.3059406607377142,0.9450154738038292,-0.3717076370065922,-0.5675796266691422,-0.8820136932795231,0.93913327336434,0.49497706191250945,-0.9628793301639599
2004-03-12,19:00:00,1.3440767410637036,1.9271362226435576,-0.032551401132461355,1.0657644457098343,1.130524461864018,-0.14751020416439456,-0.0449334522389946,0.7658317348741543,1.1224443434532472,1.0397003482034763,-0.45257247626088976,-0.3437064277135849,-0.8016697104969358,1.0835832526336653,0.49497706191250945,-0.9628793301639599
2004-03-12,20:00:00,2.902201384103142,3.3817947742178105,1.8406743448205627,2.9870674731725835,2.4912375518159453,0.6822975917872708,-0.8132756530803108,1.347582335080154,2.7040078400479395,2.1335598182415048,-0.6258542746629562,0.07458297033495678,-0.7021240211373784,1.2280332319029905,0.49497706191250945,-0.9628793301639599
2004-03-12,21:00:00,1.918122662183497,2.261067273791106,0.6603898300940638,1.3192697062778362,1.328650268917458,0.28543299372343084,-0.3140482332443287,0.8589118309071143,1.3962324994014996,1.4857159407702352,-0.718271233810725,0.2395421695653674,-0.6874700871707429,1.3724832111723158,0.49497706191250945,-0.9628793301639599
2004-03-12,22:00:00,1.1800636207437625,1.7395859062456192,-0.23814934885901276,0.5454115424386734,0.6856759516874263,0.15915789433948177,0.02527040367544038,0.6262115908247144,0.7612769887981056,1.1468437587083402,-0.845344552638907,0.5812433679712184,-0.6359286642536117,1.5169331904416408,0.49497706191250945,-0.9628793301639599
2004-03-12,23:00:00,2.7381882637832016,2.622444712704207,0.9192909494534248,1.5460902025755219,1.5043467393233385,0.4417735929607011,-0.3569505896364834,0.5098614707835146,1.7486619341859522,1.5604671574015354,-0.9955221112540312,0.905270366459525,-0.628096389202479,1.661383169710966,0.49497706191250945,-0.9628793301639599
2004-03-13,00:00:00,0.5240111394639989,0.8064087222168531,-0.9463200576949121,-0.08168041791375176,0.0763456394287336,-0.20162810390037275,0.508896966641548,0.02119096661047495,0.23991443651366737,0.6335520711734112,-1.0186263510409732,0.8758133665969516,-0.6720581911023851,-1.6609663534835137,0.9949231293040629,-0.9628793301639599
2004-03-13,01:00:00,-0.132041341815765,0.42215929349912584,-1.365130691952702,-0.3752128248872272,-0.2638326330592482,-0.5263355023162418,0.9301201021281579,-0.3511294175213648,0.003990600005066822,0.28222135300629947,-1.0648348306148576,0.8640305666519225,-0.7160199930022914,-1.5165163742141885,0.9949231293040629,-0.9628793301639599
2004-03-13,02:00:00,-0.37806102229567623,0.36726651796802195,-1.5478844232651923,-0.6420604675903868,-0.60401090554723,-0.8630691006734393,1.339642594962362,-0.7001797776449645,-0.28144811577077083,0.03055892368092166,-1.0994911902952709,0.8640305666519225,-0.7582132166648448,-1.3720663949448633,0.9949231293040629,-0.9628793301639599
2004-03-13,03:00:00,-0.2960544621357059,0.31237374243691807,-1.5250402068511308,-0.6420604675903868,-0.6002726827726368,-0.27979840351900787,1.3513432376147678,-0.07188912942248497,-0.23775851641732632,-0.08655131570811554,-1.2150123892299818,1.0761209656624506,-0.7791835014791677,-1.2276164156755383,0.9949231293040629,-0.9628793301639599
2004-03-13,04:00:00,-0.21404790197573534,0.19801379341378497,-1.44889281880426,-0.535321410509123,-0.458220217338095,-0.706728501436169,1.1680331693937431,-0.6769097536367246,-0.14455403779664464,-0.09651814459228893,-1.3074293483777506,1.2882113646729785,-0.7829733119877805,-1.083166436406213,0.9949231293040629,-0.9628793301639599
2004-03-13,05:00:00,-0.8701003832554991,-0.5750594619825948,-1.6468760277261243,-1.0156471673748102,-1.1909118811583634,-0.9893442000573884,2.2912948640247026,-1.0957701857850441,-0.5464983518483344,-0.5275834938327876,-1.1572517897626264,0.8463563667343786,-0.8274404219555015,-0.9387164571368878,0.9949231293040629,-0.9628793301639599
2004-03-13,06:00:00,-0.7060872629355582,-0.01698291074970526,-1.6697202441401855,-0.9756200209693363,-1.1124092028919061,-1.0434620997933666,2.236691864980142,-1.2121203058262442,-0.5639741915897122,-0.4877161782960941,-1.2843251085908085,1.0761209656624506,-0.8514425551767147,-0.7942664778675625,0.9949231293040629,-0.9628793301639599
2004-03-13,07:00:00,-0.4600675824556468,0.03790986478139863,-1.5174254680464438,-0.6820876139958608,-0.6488695788423485,-0.5263355023162418,1.5424537342707296,-0.8165298976861645,-0.15329195766733353,-0.22608692008654285,-1.3882941876320483,1.3353425644530965,-0.8400731236508768,-0.6498164985982373,0.9949231293040629,-0.9628793301639599
2004-03-13,08:00:00,0.5240111394639989,1.0625750080286713,-0.8701726696480412,0.21185198905972394,0.37166523862159695,0.17719719425147448,0.3996909685524269,-0.37439944152960475,0.6302081907377719,0.40182329961638,-1.3651899478451062,1.3176683645355518,-0.8367886212100794,-0.5053665193289121,0.9949231293040629,-0.9628793301639599
2004-03-13,09:00:00,1.3440767410637036,1.3919316612152945,-0.05539561754652263,0.6521505995199371,0.7828697438268497,0.41170809310737994,-0.00983152428177711,0.16081111065991485,0.918559546470506,0.9475071810248725,-1.0070742311475023,0.6165917678063066,-0.7915635491406356,-0.3609165400595869,0.9949231293040629,-0.9628793301639599
2004-03-13,10:00:00,0.9340439402638513,1.5703331816913821,-0.6569599831168027,0.35861819254646166,0.5137177040561388,0.14111859442748903,0.1422768301994987,0.32370127871759474,0.5981691512119126,1.0820593709612132,-0.6836148741303116,0.11582277014255965,-0.7382535479861517,-0.21646656079026166,0.9949231293040629,-0.9628793301639599
2004-03-13,11:00:00,1.672102981703585,2.004900987979288,0.2796528898597093,0.7855744208715171,0.8987546498392391,0.4177211930780442,-0.09563623706608652,1.068342046981274,0.9272974663411948,1.376080823044328,-0.31394703753923675,-0.4144032273837607,-0.7089456800528812,-0.07201658152093647,0.9949231293040629,-0.9628793301639599
2004-03-13,12:00:00,1.2620701809037331,1.5886307735350835,-0.2762230428824482,0.5053843960331994,0.6482937239414942,0.07497449475018238,0.16567811550431033,1.1381521190059942,0.6331208306946683,0.8877062077198323,0.009512319477953715,-0.9092808250749933,-0.800153786293491,0.07243339774838875,0.9949231293040629,-0.9628793301639599
2004-03-13,13:00:00,0.6060176996239691,1.0259798243412686,-0.7026484159449252,0.2785638997355138,0.43147680301508823,-0.4421521027269424,0.6025021078607946,0.27716123070111476,0.4030222740998603,0.17507794250143566,0.12503351841266463,-1.0565658243878597,-0.8355253510405419,0.21688337701771396,0.9949231293040629,-0.9628793301639599
2004-03-13,14:00:00,-0.050034781655794454,0.47247767106930444,-1.022467445741783,-0.21510423926533154,-0.07318327155499467,-0.6526106017001909,0.9964237438251242,-0.23477929748016485,0.07680659892747439,-0.4503405699804439,-0.03669616009593049,-0.8503668253498466,-0.7908055870389131,0.36133335628703916,0.9949231293040629,-0.9628793301639599
2004-03-13,15:00:00,-0.050034781655794454,0.6234328037798401,-1.0529264009605313,-0.13504994645438373,0.012795852260649084,-0.6465975017295267,0.8443153893438485,0.0910010386351949,0.2049627570309117,-0.20864496953923944,0.009512319477953715,-0.9210636250200224,-0.8122811799210511,0.5057833355563643,0.9949231293040629,-0.9628793301639599
2004-03-13,16:00:00,0.3599980191440579,0.9253430692009115,-1.03008218454647,-0.0016261251028039296,0.16232476324437736,-0.5323486022869061,0.6688057495577611,0.27716123070111476,0.2690408360826304,0.11776867641743874,-0.08290463966981469,-0.8326926254323024,-0.8198608009382763,0.6502333148256896,0.9949231293040629,-0.9628793301639599
2004-03-13,17:00:00,0.1959848988241168,1.016831028419418,-1.1366885278120893,0.05174340343782804,0.21092165931408904,-0.47221760258026363,0.5595997514686399,0.3004312547093547,0.4088475540136529,0.13271891974369882,-0.18687371871105476,-0.6736248261744064,-0.7933321273779882,0.7946832940950148,0.9949231293040629,-0.9628793301639599
2004-03-13,18:00:00,0.9340439402638513,1.6892675286754406,-0.4209030801715029,0.7055201280605691,0.8202519715727817,0.0028172951022114763,-0.005931310064308499,0.8356418068988744,0.9243848263842985,0.9076398654881791,-0.2561864380718811,-0.4851000270539369,-0.7089456800528812,0.93913327336434,0.9949231293040629,-0.9628793301639599
2004-03-13,19:00:00,1.754109541863556,2.311385651361285,0.08928441974253207,1.2525577956020464,1.2800533728477461,0.30347229363542355,-0.290646947939517,1.231232215038954,1.3408923402204698,1.448340332454585,-0.29084279775229444,-0.40262042743873155,-0.6791325040517953,1.0835832526336653,0.9949231293040629,-0.9628793301639599
2004-03-13,20:00:00,1.754109541863556,2.3205344472831353,0.2872676286643964,1.1991882670614142,1.2351946995526277,0.315498493576752,-0.30624780480939146,1.1381521190059942,1.3205038605221957,1.6601354462432691,-0.3023949176457657,-0.302466627905982,-0.6243065786938665,1.2280332319029905,0.9949231293040629,-0.9628793301639599
2004-03-13,21:00:00,1.754109541863556,2.3662784268923884,0.17304654659409005,1.0791068278449927,1.134262684638611,0.33955089345940903,-0.27504609106964256,1.091612070989514,1.1603086628928991,2.1310681110204612,-0.3486033972196499,-0.14339882864808617,-0.5472470983520769,1.3724832111723158,0.9949231293040629,-0.9628793301639599
2004-03-13,22:00:00,0.8520373801038807,1.5566099878086062,-0.504665207023061,0.3853029568167775,0.5436234862528845,-0.07535300451642367,0.04477147476278343,0.7192916868576744,0.8340929877205131,1.478240819107105,-0.42946823647394766,-0.037353629142821865,-0.5550793734032096,1.5169331904416408,0.9949231293040629,-0.9628793301639599
2004-03-13,23:00:00,0.4420045793040284,1.437675640824548,-0.9920084905230346,0.09177054984330207,0.2483038870600211,-0.3279032032843218,0.2319817572012767,0.41678137475055466,0.41176019397054925,1.2589705836552907,-0.4179161165804766,0.0038861706647805774,-0.5214763868935113,1.661383169710966,0.9949231293040629,-0.9628793301639599
2004-03-14,00:00:00,0.6880242597839397,1.9683058042918855,-1.1671474830308377,0.10511293197846,0.25951855538380075,-0.21966740381236546,0.2202811145488709,0.3935113507423147,0.43506131362571965,1.2564788764342474,-0.5103330757282453,0.25721636948291166,-0.4444169065517219,-1.6609663534835137,1.4948691966956165,-0.9628793301639599
2004-03-14,01:00:00,0.6060176996239691,1.7395859062456192,-0.8777874084527283,0.22519437119488186,0.37914168417078337,-0.31587700334299335,0.1851791865916534,0.16081111065991485,0.4729256330653716,1.2440203403290306,-0.42946823647394766,0.1334969700601035,-0.4348160532632366,-1.5165163742141885,1.4948691966956165,-0.9628793301639599
2004-03-14,02:00:00,0.3599980191440579,1.2043813448173564,-1.1747622218355247,-0.21510423926533154,-0.06944504878040146,-0.5924796019935484,0.4698948244668619,-0.1882392494636849,0.23700179655677106,0.7631208466676651,-0.6720627542368406,0.5694605680261889,-0.43456339922932913,-1.3720663949448633,1.4948691966956165,-0.9628793301639599
2004-03-14,03:00:00,0.27799145898408734,1.0991701917160739,-0.8701726696480412,-0.06833803577859382,0.09129853052710643,-0.27979840351900787,0.3450879695078664,-0.07188912942248497,0.4612750732377864,0.6161101206261077,-0.7760318332780805,0.8345735667893491,-0.39994979658400087,-1.2276164156755383,1.4948691966956165,-0.9628793301639599
2004-03-14,04:00:00,-0.21404790197573534,0.12024902807805446,-1.44889281880426,-0.6687452318607028,-0.6376549105185689,-0.9412394002920745,1.1602327409588058,-0.7001797776449645,-0.028048439520792508,0.05049258144926842,-0.718271233810725,0.6990713674215119,-0.41788823299143385,-1.083166436406213,1.4948691966956165,-0.9628793301639599
